Nodo,Datos
920,"{'ID': 920, 'Marca': 'Cisco', 'Modelo': '5wZEaO', 'Puertos': 9, 'Ubicacion': (42.384610985462686, 48.01500830277433), 'AnchoDeBanda': 666}"
921,"{'ID': 921, 'Marca': 'Cisco', 'Modelo': 'pD6vxy', 'Puertos': 29, 'Ubicacion': (83.11795812272445, 19.536823886713826), 'AnchoDeBanda': 32}"
922,"{'ID': 922, 'Marca': 'FireEye', 'Modelo': 'yjgCJP', 'Puertos': 17, 'Ubicacion': (74.96528253720012, 82.50129635228407), 'AnchoDeBanda': 906}"
923,"{'ID': 923, 'Marca': 'Avaya', 'Modelo': 'sYKARN', 'Puertos': 20, 'Ubicacion': (51.41702292806879, 43.17762983423371), 'AnchoDeBanda': 776}"
924,"{'ID': 924, 'Marca': 'Ruckus Networks', 'Modelo': '8f828h', 'Puertos': 9, 'Ubicacion': (93.64319662863866, 34.741225837217115), 'AnchoDeBanda': 519}"
925,"{'ID': 925, 'Marca': 'Dell', 'Modelo': 'pnsY1z', 'Puertos': 24, 'Ubicacion': (21.04375190486727, 0.019425983271093017), 'AnchoDeBanda': 972}"
926,"{'ID': 926, 'Marca': 'Cisco', 'Modelo': 'SFnF2N', 'Puertos': 37, 'Ubicacion': (55.51499126631533, 98.53911522823401), 'AnchoDeBanda': 976}"
927,"{'ID': 927, 'Marca': 'TP-Link', 'Modelo': '1IuBco', 'Puertos': 9, 'Ubicacion': (26.909033119063896, 21.21375219381082), 'AnchoDeBanda': 334}"
928,"{'ID': 928, 'Marca': 'Dell', 'Modelo': 'zPNMLm', 'Puertos': 36, 'Ubicacion': (32.582171344644365, 52.62027406633783), 'AnchoDeBanda': 959}"
929,"{'ID': 929, 'Marca': 'Dell', 'Modelo': 'tGZcGN', 'Puertos': 24, 'Ubicacion': (53.44616876314383, 66.45249989155133), 'AnchoDeBanda': 310}"
930,"{'ID': 930, 'Marca': 'Check Point', 'Modelo': 'T0LoS4', 'Puertos': 12, 'Ubicacion': (13.94351088027479, 36.12063388149216), 'AnchoDeBanda': 156}"
931,"{'ID': 931, 'Marca': 'FireEye', 'Modelo': 'SqyYTa', 'Puertos': 32, 'Ubicacion': (67.5581330397691, 49.70478540422501), 'AnchoDeBanda': 349}"
932,"{'ID': 932, 'Marca': 'Ubiquiti Networks', 'Modelo': 'GiKl4L', 'Puertos': 16, 'Ubicacion': (71.20089392462015, 38.38040181278498), 'AnchoDeBanda': 108}"
933,"{'ID': 933, 'Marca': 'Riverbed Technology', 'Modelo': '2DnhXU', 'Puertos': 23, 'Ubicacion': (26.853454353745253, 25.441258912554844), 'AnchoDeBanda': 765}"
934,"{'ID': 934, 'Marca': 'Cisco', 'Modelo': 'BD3nnx', 'Puertos': 16, 'Ubicacion': (46.69363610817554, 11.056986415496395), 'AnchoDeBanda': 534}"
935,"{'ID': 935, 'Marca': 'Barracuda Networks', 'Modelo': '2c43cG', 'Puertos': 19, 'Ubicacion': (1.3831922564002452, 5.8930500324582695), 'AnchoDeBanda': 559}"
936,"{'ID': 936, 'Marca': 'Ubiquiti Networks', 'Modelo': 'QQzbCY', 'Puertos': 9, 'Ubicacion': (18.032085896300064, 49.76020758013856), 'AnchoDeBanda': 242}"
937,"{'ID': 937, 'Marca': 'Juniper Networks', 'Modelo': 'MzO0Ib', 'Puertos': 15, 'Ubicacion': (70.84960400430477, 83.26426757792487), 'AnchoDeBanda': 653}"
938,"{'ID': 938, 'Marca': 'Dell', 'Modelo': 'VN2oij', 'Puertos': 9, 'Ubicacion': (7.878418691422928, 58.23116695265378), 'AnchoDeBanda': 840}"
939,"{'ID': 939, 'Marca': 'Check Point', 'Modelo': '8EiPTU', 'Puertos': 25, 'Ubicacion': (65.93158731151779, 45.822656222767264), 'AnchoDeBanda': 12}"
940,"{'ID': 940, 'Marca': 'Avaya', 'Modelo': 'sElBsT', 'Puertos': 50, 'Ubicacion': (36.07644279948293, 43.852887075776714), 'AnchoDeBanda': 379}"
941,"{'ID': 941, 'Marca': 'HP', 'Modelo': 'Bx9P0W', 'Puertos': 32, 'Ubicacion': (41.9349352821579, 58.97488148158669), 'AnchoDeBanda': 318}"
942,"{'ID': 942, 'Marca': 'Pulse Secure', 'Modelo': 'ouiyCG', 'Puertos': 49, 'Ubicacion': (92.22706215571601, 14.69232043045886), 'AnchoDeBanda': 655}"
943,"{'ID': 943, 'Marca': 'Huawei', 'Modelo': 'Xv9Xu8', 'Puertos': 17, 'Ubicacion': (32.77256061454089, 76.4168736219999), 'AnchoDeBanda': 943}"
944,"{'ID': 944, 'Marca': 'Dell', 'Modelo': 'sgr7R6', 'Puertos': 12, 'Ubicacion': (15.024572777009348, 41.80915230347125), 'AnchoDeBanda': 710}"
945,"{'ID': 945, 'Marca': 'Ruckus Networks', 'Modelo': 'NoKYjx', 'Puertos': 24, 'Ubicacion': (66.85504875523577, 16.983365764433778), 'AnchoDeBanda': 716}"
946,"{'ID': 946, 'Marca': 'Cisco', 'Modelo': 'lXkIE9', 'Puertos': 47, 'Ubicacion': (77.28535160109713, 99.21589977232507), 'AnchoDeBanda': 772}"
947,"{'ID': 947, 'Marca': 'Avaya', 'Modelo': 'UtImbH', 'Puertos': 50, 'Ubicacion': (15.12405170643204, 92.13162926413474), 'AnchoDeBanda': 35}"
948,"{'ID': 948, 'Marca': 'Barracuda Networks', 'Modelo': 'NGB25t', 'Puertos': 49, 'Ubicacion': (84.59288434240965, 32.92211113825688), 'AnchoDeBanda': 70}"
949,"{'ID': 949, 'Marca': 'Check Point', 'Modelo': 'yXHeBb', 'Puertos': 30, 'Ubicacion': (63.37125948586646, 82.34047197305853), 'AnchoDeBanda': 724}"
950,"{'ID': 950, 'Marca': 'Barracuda Networks', 'Modelo': 'RMnkPi', 'Puertos': 33, 'Ubicacion': (57.66679867856522, 40.279710462397745), 'AnchoDeBanda': 860}"
951,"{'ID': 951, 'Marca': 'HP', 'Modelo': '5zlGp5', 'Puertos': 43, 'Ubicacion': (34.36711267335546, 77.73991944447106), 'AnchoDeBanda': 177}"
952,"{'ID': 952, 'Marca': 'Dell', 'Modelo': '73PuSN', 'Puertos': 13, 'Ubicacion': (44.212646276345005, 52.89734196662701), 'AnchoDeBanda': 664}"
953,"{'ID': 953, 'Marca': 'Pulse Secure', 'Modelo': '0CWgek', 'Puertos': 40, 'Ubicacion': (92.99046195602905, 70.08154724544077), 'AnchoDeBanda': 640}"
954,"{'ID': 954, 'Marca': 'HP', 'Modelo': 'KRe5Zw', 'Puertos': 11, 'Ubicacion': (76.17527828715025, 30.74961265932893), 'AnchoDeBanda': 258}"
955,"{'ID': 955, 'Marca': 'Check Point', 'Modelo': 'CTpgwB', 'Puertos': 18, 'Ubicacion': (43.19537669941067, 89.94921432509167), 'AnchoDeBanda': 800}"
956,"{'ID': 956, 'Marca': 'Juniper Networks', 'Modelo': 'QEG8Yu', 'Puertos': 48, 'Ubicacion': (80.4937857183843, 17.618686430927298), 'AnchoDeBanda': 457}"
957,"{'ID': 957, 'Marca': 'Huawei', 'Modelo': '3UVBi2', 'Puertos': 48, 'Ubicacion': (56.57907572412891, 71.30020962755341), 'AnchoDeBanda': 20}"
958,"{'ID': 958, 'Marca': 'Barracuda Networks', 'Modelo': '2MKlOG', 'Puertos': 40, 'Ubicacion': (98.33007065139753, 36.24775077098054), 'AnchoDeBanda': 448}"
959,"{'ID': 959, 'Marca': 'Cisco', 'Modelo': 'nEdFw9', 'Puertos': 47, 'Ubicacion': (43.98306521392011, 23.617401707429764), 'AnchoDeBanda': 338}"
960,"{'ID': 960, 'Marca': 'Barracuda Networks', 'Modelo': '7ljlGp', 'Puertos': 40, 'Ubicacion': (2.7896573620426968, 20.649335739009565), 'AnchoDeBanda': 137}"
961,"{'ID': 961, 'Marca': 'F5 Networks', 'Modelo': '6Fv1rV', 'Puertos': 32, 'Ubicacion': (72.43636221840984, 3.320868528637211), 'AnchoDeBanda': 807}"
962,"{'ID': 962, 'Marca': 'Ubiquiti Networks', 'Modelo': 'ywCpoK', 'Puertos': 39, 'Ubicacion': (74.26354815225177, 2.359555419998627), 'AnchoDeBanda': 585}"
963,"{'ID': 963, 'Marca': 'Cisco', 'Modelo': 'TviRpO', 'Puertos': 11, 'Ubicacion': (65.10485665406055, 74.55017672889137), 'AnchoDeBanda': 214}"
964,"{'ID': 964, 'Marca': 'Ubiquiti Networks', 'Modelo': 'pg35xu', 'Puertos': 24, 'Ubicacion': (25.477147007267888, 44.927079567011454), 'AnchoDeBanda': 435}"
965,"{'ID': 965, 'Marca': 'Aruba Networks', 'Modelo': 'JrYnUU', 'Puertos': 19, 'Ubicacion': (9.10529166707339, 83.80617461828074), 'AnchoDeBanda': 706}"
966,"{'ID': 966, 'Marca': 'Pulse Secure', 'Modelo': 'jroGs5', 'Puertos': 7, 'Ubicacion': (95.09695395293886, 43.05265199757563), 'AnchoDeBanda': 35}"
967,"{'ID': 967, 'Marca': 'Zyxel', 'Modelo': 'J6XAIa', 'Puertos': 37, 'Ubicacion': (48.091433864145, 16.826555267533738), 'AnchoDeBanda': 795}"
968,"{'ID': 968, 'Marca': 'Cisco', 'Modelo': 'f0DJ2A', 'Puertos': 41, 'Ubicacion': (62.73804983508649, 55.16381589632071), 'AnchoDeBanda': 946}"
969,"{'ID': 969, 'Marca': 'Riverbed Technology', 'Modelo': 'r9UzEB', 'Puertos': 37, 'Ubicacion': (23.08795605900096, 91.60135183647631), 'AnchoDeBanda': 751}"
970,"{'ID': 970, 'Marca': 'Netgear', 'Modelo': 'fND2Zf', 'Puertos': 34, 'Ubicacion': (89.78956142955722, 32.13182637427954), 'AnchoDeBanda': 677}"
971,"{'ID': 971, 'Marca': 'Avaya', 'Modelo': 'KD4CmO', 'Puertos': 16, 'Ubicacion': (73.52359249403497, 47.85454664552552), 'AnchoDeBanda': 456}"
972,"{'ID': 972, 'Marca': 'F5 Networks', 'Modelo': 'eUZhwx', 'Puertos': 25, 'Ubicacion': (64.7268591733402, 81.99000197937923), 'AnchoDeBanda': 689}"
973,"{'ID': 973, 'Marca': 'Ubiquiti Networks', 'Modelo': 'N0tzVh', 'Puertos': 32, 'Ubicacion': (75.98344543473775, 3.621835705881471), 'AnchoDeBanda': 358}"
974,"{'ID': 974, 'Marca': 'Ubiquiti Networks', 'Modelo': 'BcdSCL', 'Puertos': 7, 'Ubicacion': (18.57583900348545, 18.432224385158), 'AnchoDeBanda': 537}"
975,"{'ID': 975, 'Marca': 'Ruckus Networks', 'Modelo': 'R1jzTH', 'Puertos': 10, 'Ubicacion': (20.603856354912587, 49.40228179439724), 'AnchoDeBanda': 611}"
976,"{'ID': 976, 'Marca': 'HP', 'Modelo': 'cqrZln', 'Puertos': 46, 'Ubicacion': (26.00149072621155, 92.95714407647338), 'AnchoDeBanda': 724}"
977,"{'ID': 977, 'Marca': 'Barracuda Networks', 'Modelo': 'xMPkxT', 'Puertos': 50, 'Ubicacion': (86.66060010445196, 69.29077633109915), 'AnchoDeBanda': 421}"
978,"{'ID': 978, 'Marca': 'Netgear', 'Modelo': 'vJXU5E', 'Puertos': 32, 'Ubicacion': (76.63832764361884, 88.92383228713587), 'AnchoDeBanda': 569}"
979,"{'ID': 979, 'Marca': 'HP', 'Modelo': 'eCBjsN', 'Puertos': 22, 'Ubicacion': (51.85094436046324, 77.98838118458143), 'AnchoDeBanda': 598}"
980,"{'ID': 980, 'Marca': 'Avaya', 'Modelo': 'UnlHil', 'Puertos': 28, 'Ubicacion': (17.885300616291776, 89.9828742503624), 'AnchoDeBanda': 308}"
981,"{'ID': 981, 'Marca': 'TP-Link', 'Modelo': 'KxajwZ', 'Puertos': 13, 'Ubicacion': (92.14580767220649, 69.45217260240825), 'AnchoDeBanda': 121}"
982,"{'ID': 982, 'Marca': 'Ruckus Networks', 'Modelo': 'aZRAEb', 'Puertos': 21, 'Ubicacion': (9.354508294179864, 6.691177385510272), 'AnchoDeBanda': 119}"
983,"{'ID': 983, 'Marca': 'Pulse Secure', 'Modelo': 'PAhVjY', 'Puertos': 26, 'Ubicacion': (43.89423067282044, 27.25894765155814), 'AnchoDeBanda': 496}"
984,"{'ID': 984, 'Marca': 'HP', 'Modelo': 'ABNX7z', 'Puertos': 47, 'Ubicacion': (83.61284523428225, 90.09997989233946), 'AnchoDeBanda': 204}"
985,"{'ID': 985, 'Marca': 'Netgear', 'Modelo': 'fTk1Zb', 'Puertos': 24, 'Ubicacion': (63.536438490001736, 51.60612387438004), 'AnchoDeBanda': 89}"
986,"{'ID': 986, 'Marca': 'Riverbed Technology', 'Modelo': 'qryD5C', 'Puertos': 28, 'Ubicacion': (29.512590761849346, 51.361529800498815), 'AnchoDeBanda': 782}"
987,"{'ID': 987, 'Marca': 'Dell', 'Modelo': 'B4fH1p', 'Puertos': 42, 'Ubicacion': (81.61666788739498, 21.81787148728217), 'AnchoDeBanda': 332}"
988,"{'ID': 988, 'Marca': 'Netgear', 'Modelo': 'FzQ5BJ', 'Puertos': 45, 'Ubicacion': (95.1536502570417, 7.503195406706132), 'AnchoDeBanda': 745}"
989,"{'ID': 989, 'Marca': 'Juniper Networks', 'Modelo': 'vw6Ldc', 'Puertos': 36, 'Ubicacion': (95.92306099654294, 18.86835550255711), 'AnchoDeBanda': 891}"
990,"{'ID': 990, 'Marca': 'Aruba Networks', 'Modelo': 'RGAtAl', 'Puertos': 14, 'Ubicacion': (25.52935206865403, 51.861672812528404), 'AnchoDeBanda': 960}"
991,"{'ID': 991, 'Marca': 'Aruba Networks', 'Modelo': 'BwRq2H', 'Puertos': 41, 'Ubicacion': (81.64056027556323, 28.610476360710358), 'AnchoDeBanda': 810}"
992,"{'ID': 992, 'Marca': 'TP-Link', 'Modelo': 'HmPGku', 'Puertos': 21, 'Ubicacion': (19.99219796230671, 25.99880257022723), 'AnchoDeBanda': 51}"
993,"{'ID': 993, 'Marca': 'Cisco', 'Modelo': 'PB8lBR', 'Puertos': 16, 'Ubicacion': (43.0911367914948, 21.487645508902443), 'AnchoDeBanda': 588}"
994,"{'ID': 994, 'Marca': 'Huawei', 'Modelo': '10R4SB', 'Puertos': 29, 'Ubicacion': (64.10959089083669, 17.689329216300397), 'AnchoDeBanda': 234}"
995,"{'ID': 995, 'Marca': 'Ruckus Networks', 'Modelo': 'bbQIpz', 'Puertos': 24, 'Ubicacion': (66.07714577027983, 4.717712944352415), 'AnchoDeBanda': 200}"
996,"{'ID': 996, 'Marca': 'Aruba Networks', 'Modelo': 'DK5Tb9', 'Puertos': 47, 'Ubicacion': (51.01953364684406, 77.12117882967102), 'AnchoDeBanda': 659}"
997,"{'ID': 997, 'Marca': 'Netgear', 'Modelo': 'v2Lti9', 'Puertos': 28, 'Ubicacion': (78.8736095391396, 68.69114343381362), 'AnchoDeBanda': 66}"
998,"{'ID': 998, 'Marca': 'Cisco', 'Modelo': 'ltHFl3', 'Puertos': 13, 'Ubicacion': (60.32386170174, 48.994927402022284), 'AnchoDeBanda': 149}"
999,"{'ID': 999, 'Marca': 'FireEye', 'Modelo': 'jPsm46', 'Puertos': 29, 'Ubicacion': (80.49425020661454, 85.1825579399392), 'AnchoDeBanda': 652}"
1000,"{'ID': 1000, 'Marca': 'Ubiquiti Networks', 'Modelo': 'eONLa1', 'Puertos': 34, 'Ubicacion': (51.94365669849137, 83.70229134834184), 'AnchoDeBanda': 353}"
1001,"{'ID': 1001, 'Marca': 'TP-Link', 'Modelo': 'QP5rey', 'Puertos': 28, 'Ubicacion': (85.22680151731721, 93.9199199295493), 'AnchoDeBanda': 34}"
1002,"{'ID': 1002, 'Marca': 'Huawei', 'Modelo': '4F1vRX', 'Puertos': 21, 'Ubicacion': (49.86788863209976, 69.48109924132096), 'AnchoDeBanda': 281}"
1003,"{'ID': 1003, 'Marca': 'Riverbed Technology', 'Modelo': 'M24Zyb', 'Puertos': 19, 'Ubicacion': (9.462374683056407, 82.57371760189827), 'AnchoDeBanda': 50}"
1004,"{'ID': 1004, 'Marca': 'Check Point', 'Modelo': 'Hs457p', 'Puertos': 50, 'Ubicacion': (57.726043843354915, 82.47470466613495), 'AnchoDeBanda': 385}"
1005,"{'ID': 1005, 'Marca': 'Barracuda Networks', 'Modelo': 'QpBZzs', 'Puertos': 48, 'Ubicacion': (66.81988765525587, 58.79132921501283), 'AnchoDeBanda': 263}"
1006,"{'ID': 1006, 'Marca': 'F5 Networks', 'Modelo': 'MhHGRB', 'Puertos': 35, 'Ubicacion': (86.74711465930042, 22.02868209843588), 'AnchoDeBanda': 983}"
1007,"{'ID': 1007, 'Marca': 'Aruba Networks', 'Modelo': '7shozm', 'Puertos': 29, 'Ubicacion': (12.704392754579686, 42.41165835718714), 'AnchoDeBanda': 274}"
1008,"{'ID': 1008, 'Marca': 'Avaya', 'Modelo': 'NIBuBr', 'Puertos': 49, 'Ubicacion': (49.6329057822282, 82.52599931888365), 'AnchoDeBanda': 443}"
1009,"{'ID': 1009, 'Marca': 'Dell', 'Modelo': '4cyLKy', 'Puertos': 29, 'Ubicacion': (37.01435880640275, 83.27004496646671), 'AnchoDeBanda': 509}"
1010,"{'ID': 1010, 'Marca': 'Check Point', 'Modelo': 'ku2Omn', 'Puertos': 32, 'Ubicacion': (93.27804360070756, 20.659387673522), 'AnchoDeBanda': 223}"
1011,"{'ID': 1011, 'Marca': 'Zyxel', 'Modelo': 'WhGT1D', 'Puertos': 34, 'Ubicacion': (16.82134723169448, 53.025310408817376), 'AnchoDeBanda': 568}"
1012,"{'ID': 1012, 'Marca': 'Check Point', 'Modelo': '0k323v', 'Puertos': 30, 'Ubicacion': (75.27575595689915, 84.36724420659498), 'AnchoDeBanda': 616}"
1013,"{'ID': 1013, 'Marca': 'Cisco', 'Modelo': 'vTgGFd', 'Puertos': 40, 'Ubicacion': (73.42926811364214, 13.713875455972257), 'AnchoDeBanda': 807}"
1014,"{'ID': 1014, 'Marca': 'Pulse Secure', 'Modelo': 'i1kd05', 'Puertos': 24, 'Ubicacion': (73.61422213998465, 56.620003371248494), 'AnchoDeBanda': 338}"
1015,"{'ID': 1015, 'Marca': 'HP', 'Modelo': 'kWBfqn', 'Puertos': 10, 'Ubicacion': (55.87011757235811, 83.5686275260233), 'AnchoDeBanda': 567}"
1016,"{'ID': 1016, 'Marca': 'Ruckus Networks', 'Modelo': 'fT0DER', 'Puertos': 30, 'Ubicacion': (34.49569766462983, 62.614444891405086), 'AnchoDeBanda': 752}"
1017,"{'ID': 1017, 'Marca': 'Netgear', 'Modelo': 'UlgvEZ', 'Puertos': 8, 'Ubicacion': (84.4754581357562, 89.30922510287625), 'AnchoDeBanda': 706}"
1018,"{'ID': 1018, 'Marca': 'Aruba Networks', 'Modelo': 'jBYaBD', 'Puertos': 46, 'Ubicacion': (75.24005794541257, 84.42319590646667), 'AnchoDeBanda': 271}"
1019,"{'ID': 1019, 'Marca': 'Juniper Networks', 'Modelo': 'CrY6zk', 'Puertos': 12, 'Ubicacion': (97.10025972070248, 96.32581727229658), 'AnchoDeBanda': 896}"
1020,"{'ID': 1020, 'Marca': 'Juniper Networks', 'Modelo': 'B6g3ow', 'Puertos': 39, 'Ubicacion': (3.669379401076578, 63.68995881481398), 'AnchoDeBanda': 629}"
1021,"{'ID': 1021, 'Marca': 'Aruba Networks', 'Modelo': 'ajvyP5', 'Puertos': 32, 'Ubicacion': (4.891937758577014, 21.14404240950778), 'AnchoDeBanda': 735}"
1022,"{'ID': 1022, 'Marca': 'Huawei', 'Modelo': 'liS335', 'Puertos': 35, 'Ubicacion': (70.79758203998185, 12.680985955548085), 'AnchoDeBanda': 940}"
1023,"{'ID': 1023, 'Marca': 'Barracuda Networks', 'Modelo': 'fQrWbY', 'Puertos': 49, 'Ubicacion': (17.100681705407627, 13.209817416761094), 'AnchoDeBanda': 239}"
1024,"{'ID': 1024, 'Marca': 'Pulse Secure', 'Modelo': 'p1sBOq', 'Puertos': 40, 'Ubicacion': (69.01541200208088, 52.68093108374903), 'AnchoDeBanda': 429}"
1025,"{'ID': 1025, 'Marca': 'Cisco', 'Modelo': 'NjTRxC', 'Puertos': 47, 'Ubicacion': (90.32800870174448, 16.985785259751296), 'AnchoDeBanda': 935}"
1026,"{'ID': 1026, 'Marca': 'TP-Link', 'Modelo': 'yFCqNO', 'Puertos': 36, 'Ubicacion': (45.026451201312014, 39.56200763249017), 'AnchoDeBanda': 743}"
1027,"{'ID': 1027, 'Marca': 'Avaya', 'Modelo': 'uFHy7O', 'Puertos': 33, 'Ubicacion': (74.1589359490764, 56.342105719584865), 'AnchoDeBanda': 21}"
1028,"{'ID': 1028, 'Marca': 'HP', 'Modelo': 'Cx3wtb', 'Puertos': 8, 'Ubicacion': (26.291585892717094, 64.58404677352117), 'AnchoDeBanda': 417}"
1029,"{'ID': 1029, 'Marca': 'Barracuda Networks', 'Modelo': 'aHGlEk', 'Puertos': 18, 'Ubicacion': (36.92296075123236, 25.621005608008918), 'AnchoDeBanda': 405}"
1030,"{'ID': 1030, 'Marca': 'Pulse Secure', 'Modelo': 'ikEMXw', 'Puertos': 5, 'Ubicacion': (7.6505687866996075, 75.21610598602602), 'AnchoDeBanda': 955}"
1031,"{'ID': 1031, 'Marca': 'Riverbed Technology', 'Modelo': 'xLk3Oc', 'Puertos': 13, 'Ubicacion': (78.20440135977621, 42.68404319072893), 'AnchoDeBanda': 362}"
1032,"{'ID': 1032, 'Marca': 'Check Point', 'Modelo': 'PnJEEq', 'Puertos': 34, 'Ubicacion': (75.33396628805544, 3.5080929436651864), 'AnchoDeBanda': 209}"
1033,"{'ID': 1033, 'Marca': 'Ruckus Networks', 'Modelo': 'rfLDBR', 'Puertos': 17, 'Ubicacion': (93.03209284560597, 76.74785890788513), 'AnchoDeBanda': 909}"
1034,"{'ID': 1034, 'Marca': 'Ubiquiti Networks', 'Modelo': 'GyHUsw', 'Puertos': 19, 'Ubicacion': (87.04774192702212, 56.43412610215087), 'AnchoDeBanda': 313}"
1035,"{'ID': 1035, 'Marca': 'Juniper Networks', 'Modelo': 'sJTb5Q', 'Puertos': 13, 'Ubicacion': (70.28778636263925, 76.95520031761976), 'AnchoDeBanda': 177}"
1036,"{'ID': 1036, 'Marca': 'Cisco', 'Modelo': '7PRlfz', 'Puertos': 9, 'Ubicacion': (14.83608719185876, 50.68220830632529), 'AnchoDeBanda': 55}"
1037,"{'ID': 1037, 'Marca': 'Ruckus Networks', 'Modelo': 'zyVxY7', 'Puertos': 22, 'Ubicacion': (14.8546646897317, 53.66790854193321), 'AnchoDeBanda': 559}"
1038,"{'ID': 1038, 'Marca': 'TP-Link', 'Modelo': 'ZROFUE', 'Puertos': 22, 'Ubicacion': (16.48529196183133, 2.093629507796413), 'AnchoDeBanda': 288}"
1039,"{'ID': 1039, 'Marca': 'Aruba Networks', 'Modelo': '7uzCKk', 'Puertos': 20, 'Ubicacion': (47.604391041020676, 23.16591745973634), 'AnchoDeBanda': 811}"
1040,"{'ID': 1040, 'Marca': 'Pulse Secure', 'Modelo': 'JOepcI', 'Puertos': 14, 'Ubicacion': (66.93072333076331, 60.89363308319706), 'AnchoDeBanda': 195}"
1041,"{'ID': 1041, 'Marca': 'HP', 'Modelo': 'aqYZ9X', 'Puertos': 47, 'Ubicacion': (87.59903423896095, 64.58994345372882), 'AnchoDeBanda': 129}"
1042,"{'ID': 1042, 'Marca': 'Juniper Networks', 'Modelo': 'dhwXwK', 'Puertos': 22, 'Ubicacion': (25.99690070070899, 3.133672902570195), 'AnchoDeBanda': 18}"
1043,"{'ID': 1043, 'Marca': 'Dell', 'Modelo': 'YuVwmV', 'Puertos': 37, 'Ubicacion': (50.65651870384787, 58.56759796419083), 'AnchoDeBanda': 607}"
1044,"{'ID': 1044, 'Marca': 'Dell', 'Modelo': 'AnvTc7', 'Puertos': 28, 'Ubicacion': (55.80082257770938, 21.669190828730912), 'AnchoDeBanda': 345}"
1045,"{'ID': 1045, 'Marca': 'TP-Link', 'Modelo': 'DnuqP1', 'Puertos': 20, 'Ubicacion': (7.909356505478538, 22.056411113335926), 'AnchoDeBanda': 519}"
1046,"{'ID': 1046, 'Marca': 'Cisco', 'Modelo': 'GdiiNq', 'Puertos': 19, 'Ubicacion': (72.52503551466401, 91.61484321670164), 'AnchoDeBanda': 993}"
1047,"{'ID': 1047, 'Marca': 'Riverbed Technology', 'Modelo': 'Qhg0Te', 'Puertos': 19, 'Ubicacion': (44.79827459001594, 92.09587713858103), 'AnchoDeBanda': 130}"
1048,"{'ID': 1048, 'Marca': 'HP', 'Modelo': 'GifGpa', 'Puertos': 29, 'Ubicacion': (23.97456136805387, 60.41723644600844), 'AnchoDeBanda': 356}"
1049,"{'ID': 1049, 'Marca': 'TP-Link', 'Modelo': 'fPKiYs', 'Puertos': 13, 'Ubicacion': (3.3365158442721143, 33.4935445446625), 'AnchoDeBanda': 337}"
1050,"{'ID': 1050, 'Marca': 'Cisco', 'Modelo': '5NJz1Q', 'Puertos': 35, 'Ubicacion': (7.193957767771053, 54.837773666120114), 'AnchoDeBanda': 153}"
1051,"{'ID': 1051, 'Marca': 'Netgear', 'Modelo': 'hlvL59', 'Puertos': 25, 'Ubicacion': (55.06123345413633, 32.682198165186314), 'AnchoDeBanda': 532}"
1052,"{'ID': 1052, 'Marca': 'Aruba Networks', 'Modelo': 'N8x7gw', 'Puertos': 8, 'Ubicacion': (4.737284506499117, 13.196763644390908), 'AnchoDeBanda': 697}"
1053,"{'ID': 1053, 'Marca': 'Avaya', 'Modelo': 'inEOvr', 'Puertos': 37, 'Ubicacion': (61.16849238083011, 18.979499222088602), 'AnchoDeBanda': 193}"
1054,"{'ID': 1054, 'Marca': 'FireEye', 'Modelo': 'ACoRfX', 'Puertos': 11, 'Ubicacion': (98.54613021556825, 64.55149370126104), 'AnchoDeBanda': 698}"
1055,"{'ID': 1055, 'Marca': 'Huawei', 'Modelo': '8GypgU', 'Puertos': 31, 'Ubicacion': (71.88695096986518, 51.37634453958297), 'AnchoDeBanda': 43}"
1056,"{'ID': 1056, 'Marca': 'Juniper Networks', 'Modelo': '8O9c1R', 'Puertos': 14, 'Ubicacion': (17.1218745717308, 37.96182802201841), 'AnchoDeBanda': 183}"
1057,"{'ID': 1057, 'Marca': 'HP', 'Modelo': '0U6uhm', 'Puertos': 25, 'Ubicacion': (36.68195858519595, 55.359524100447125), 'AnchoDeBanda': 765}"
1058,"{'ID': 1058, 'Marca': 'Cisco', 'Modelo': 'l0fq5v', 'Puertos': 47, 'Ubicacion': (43.04532592915624, 27.66243347191697), 'AnchoDeBanda': 743}"
1059,"{'ID': 1059, 'Marca': 'FireEye', 'Modelo': 'kaUbRW', 'Puertos': 43, 'Ubicacion': (76.44494604925822, 62.57266681626166), 'AnchoDeBanda': 58}"
1060,"{'ID': 1060, 'Marca': 'Aruba Networks', 'Modelo': 'OW0wUF', 'Puertos': 10, 'Ubicacion': (85.40718348079301, 57.54118434150962), 'AnchoDeBanda': 328}"
1061,"{'ID': 1061, 'Marca': 'HP', 'Modelo': 'e7ZYLO', 'Puertos': 27, 'Ubicacion': (90.46946785578885, 39.9363491215358), 'AnchoDeBanda': 985}"
1062,"{'ID': 1062, 'Marca': 'Netgear', 'Modelo': 'Ow4MPJ', 'Puertos': 32, 'Ubicacion': (70.28442852738154, 81.10280410098038), 'AnchoDeBanda': 133}"
1063,"{'ID': 1063, 'Marca': 'FireEye', 'Modelo': 'cxNkmq', 'Puertos': 37, 'Ubicacion': (30.14649729360781, 14.398441975092503), 'AnchoDeBanda': 651}"
1064,"{'ID': 1064, 'Marca': 'Pulse Secure', 'Modelo': 'GAaXmZ', 'Puertos': 17, 'Ubicacion': (91.47333766497569, 10.532131464649396), 'AnchoDeBanda': 554}"
